address,first_apparition_date,total_received,nb_transactions,nb_cb_transactions,nb_tx_in,nb_tx_out,total_sent,last_activity_date,activity_range,oldness,activity_range_days,oldness_days,balance,component,in_degree,out_degree,address_id,encoding
1111111111111111111114oLvT2,2010-08-10 04:25:18,56165699919,197559,0,0,297583,0,2024-04-24 12:42:21,5006 days 08:17:03,5021 days 07:09:14.846248,5006,5021,56165699919,out,310583,0,99070,base58
11111111111111111111BZbvjr,2011-04-27 01:57:55,1035064,8,0,0,8,0,2020-07-09 01:53:43,3360 days 23:55:48,4761 days 09:36:37.846248,3360,4761,1035064,out,9,0,424563,base58
1ByteCoinAddressesMatch1kpCWNXmHKW,2011-05-18 00:49:03,1000000,1,0,0,1,0,2011-05-18 00:49:03,0 days 00:00:00,4740 days 10:45:29.846248,0,4740,1000000,out,1,0,524952,base58
1ByteCoinAddressesMatch1kpCxNXmHKW,2011-05-18 00:49:03,1000000,1,0,0,1,0,2011-05-18 00:49:03,0 days 00:00:00,4740 days 10:45:29.846248,0,4740,1000000,out,1,0,524961,base58
1BitcoinEaterAddressDontSendf59kuE,2011-06-21 01:21:42,1335470696,3731,0,0,3843,0,2024-04-24 12:42:21,4691 days 11:20:39,4706 days 10:12:50.846248,4691,4706,1335470696,out,6672,0,915247,base58
1MartinHaferkorncii112o11HdkMrtttD,2011-11-11 17:19:18,13100,1,0,0,1,0,2011-11-11 17:19:18,0 days 00:00:00,4562 days 18:15:14.846248,0,4562,13100,out,1,0,2487828,base58
1EricLombrozoXXXXXXXXXXXXXXXWACBVB,2011-11-24 19:10:42,2500000,3,0,0,3,0,2011-11-24 20:51:59,0 days 01:41:17,4549 days 16:23:50.846248,0,4549,2500000,out,3,0,2564828,base58
1969SandraSandicXXXXXXXXXXXXXvdEiU,2011-11-24 20:51:59,1500000,2,0,0,2,0,2011-11-24 20:51:59,0 days 00:00:00,4549 days 14:42:33.846248,0,4549,1500000,out,2,0,2565298,base58
1BitTaLkTVChristmasSpeciaLXXRix9Ea,2011-11-25 11:46:40,500012,8,0,0,17,0,2011-11-27 23:47:16,2 days 12:00:36,4548 days 23:47:52.846248,2,4548,500012,out,17,0,2567522,base58
12YouMustBeSaidTheCatxxxxxxxz2tFa2,2011-11-25 20:38:44,10000,1,0,0,1,0,2011-11-25 20:38:44,0 days 00:00:00,4548 days 14:55:48.846248,0,4548,10000,out,1,0,2570352,base58
12ohYouCantHe1pThatxxxxxxxxxzCjyMs,2011-11-25 20:38:44,10000,1,0,0,1,0,2011-11-25 20:38:44,0 days 00:00:00,4548 days 14:55:48.846248,0,4548,10000,out,1,0,2570348,base58
12orYouWou1dntHaveComeHerexxvtHbqq,2011-11-25 20:38:44,10000,1,0,0,1,0,2011-11-25 20:38:44,0 days 00:00:00,4548 days 14:55:48.846248,0,4548,10000,out,1,0,2570353,base58
191mMadYoureMadxxxxxxxxxxxxxvwA4Up,2011-11-25 20:38:44,10000,1,0,0,1,0,2011-11-25 20:38:44,0 days 00:00:00,4548 days 14:55:48.846248,0,4548,10000,out,1,0,2570350,base58
19SaidTheCatWereA11MadHerexxyTvEir,2011-11-25 20:38:44,10000,1,0,0,1,0,2011-11-25 20:38:44,0 days 00:00:00,4548 days 14:55:48.846248,0,4548,10000,out,1,0,2570349,base58
1But1DontWantToGoAmongMadxxxzDmyW6,2011-11-25 20:38:44,10000,1,0,0,1,0,2011-11-25 20:38:44,0 days 00:00:00,4548 days 14:55:48.846248,0,4548,10000,out,1,0,2570346,base58
1Peop1eA1iceRemarkedxxxxxxxxxuLyKu,2011-11-25 20:38:44,20000,2,0,0,2,0,2015-05-21 11:56:13,1272 days 15:17:29,4548 days 14:55:48.846248,1272,4548,20000,out,2,0,2570347,base58
1BitcoinKicksAss1111111111114BbAUx,2011-11-26 23:25:48,20004,5,0,0,5,0,2014-11-18 05:05:48,1087 days 05:40:00,4547 days 12:08:44.846248,1087,4547,20004,out,5,0,2575728,base58
12ThatWhich1sAbove1sAs2222221thc4h,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577987,base58
12ThatWhich1sAboveAnd2222221vxkcEq,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577986,base58
12ThatWhich1sBe1ow1sAs222221y3G7mv,2011-11-27 12:17:22,20001,2,0,0,2,0,2014-11-18 05:05:48,1086 days 16:48:26,4546 days 23:17:10.846248,1086,4546,20001,out,2,0,2577985,base58
12ThatWhich1sBe1ow22222222226vzcxR,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577988,base58
12The1ByMeansofAdaptation222477Ehu,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577995,base58
12TheFatherofTheWho1eWor1d2249xs5g,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578000,base58
12TheWindCarried1t1n1tsBe11y31r5NB,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577998,base58
12ThusA11ThingsWereBornFrom2vX3xAk,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577994,base58
12TisTrueWithoutALie22222221wT3qjn,2011-11-27 12:17:22,20001,2,0,0,2,0,2014-11-18 05:05:48,1086 days 16:48:26,4546 days 23:17:10.846248,1086,4546,20001,out,2,0,2577983,base58
12ToPerformTheMirac1es222221zShqDE,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577989,base58
12TrueStrengthBecause44444442gxLoc,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578018,base58
12YouWi11SeparateTheEarth2223tzWxE,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578004,base58
12oXoXoXofTheWho1eWor1dXoXoXhjQBMS,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578014,base58
12ofA11StrengthThis1s55555552nCoKd,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578017,base58
12ofThe1Thing222222222222221wv1hge,2011-11-27 12:17:22,20001,2,0,0,2,0,2014-11-18 05:05:48,1086 days 16:48:26,4546 days 23:17:10.846248,1086,4546,20001,out,2,0,2577990,base58
12ofThe1xxxxxxxxxxxxxxxxxxxy1aqzJW,2011-11-27 12:17:22,20001,2,0,0,2,0,2014-11-18 05:05:48,1086 days 16:48:26,4546 days 23:17:10.846248,1086,4546,20001,out,2,0,2577993,base58
1333333Therefore1AmNamed33333b5tYL,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578026,base58
1333ThriceGreatHermes33333337uPVys,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578027,base58
13Sweet1yWithGreatSki11x3332wyNKnf,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578007,base58
191sHereXoXoXoXoXoXoXoXoXoXo72uqJv,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578001,base58
191t1sFinishedWhat1HaveSaid539kgve,2011-11-27 12:17:22,20001,2,0,0,2,0,2014-11-18 05:05:48,1086 days 16:48:26,4546 days 23:17:10.846248,1086,4546,20001,out,2,0,2578030,base58
191tsFather1sTheSun2222222225iM4gY,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577996,base58
191tsMother1sTheMoon22222221z3BtXD,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577997,base58
191tsNurse1sTheEarth22222221zkkvAq,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2577999,base58
191tsPower1sWho1e1f1tHasXoXoWhYr3M,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578002,base58
198765ToTheEarth432111111111377S8T,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578010,base58
199HeavenAndAgain1tDescends97jes7F,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578009,base58
19Subt1eAndPenetrate911xxxxxw53fGv,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578020,base58
19xx1tWi11ConquerA11That1s311WEP7K,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578019,base58
1A11That1sSo1id22222222222222hakjF,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578021,base58
1AboutTheWorkingsofTheSun1zzyWJtfm,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578031,base58
1AdaptationsofWhichThis1s2222GjjYH,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578024,base58
1AndAsA11ThingsWereFromThe1xxdJJ2U,2011-11-27 12:17:22,20001,2,0,0,2,0,2014-11-18 05:05:48,1086 days 16:48:26,4546 days 23:17:10.846248,1086,4546,20001,out,2,0,2577991,base58
1AndReceivesThePower111111111hGdm7,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578011,base58
1BeenTurned1ntoEarth222222221soWAL,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578003,base58
1ByMeansofTheMeditation22221xJd9GS,2011-11-27 12:17:22,20001,2,0,0,2,0,2014-11-18 05:05:48,1086 days 16:48:26,4546 days 23:17:10.846248,1086,4546,20001,out,2,0,2577992,base58
1CertainAndMostTrue2222222225YPnJF,2011-11-27 12:17:22,20001,2,0,0,2,0,2014-11-18 05:05:48,1086 days 16:48:26,4546 days 23:17:10.846248,1086,4546,20001,out,2,0,2577984,base58
1F1eeFromYou21111111111111111t6TRM,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578016,base58
1FromTheFire11111111111111113MzD3d,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578005,base58
1FromThisWereWonderfu12358131aKx5B,2011-11-27 12:17:22,1,1,0,0,1,0,2011-11-27 12:17:22,0 days 00:00:00,4546 days 23:17:10.846248,0,4546,1,out,1,0,2578023,base58
1Phi1osophyofTheWho1eWor1d5547QMgV,2011-11-27 12:17:22,20001,2,0,0,2,0,2014-11-18 05:05:48,1086 days 16:48:26,4546 days 23:17:10.846248,1086,4546,20001,out,2,0,2578029,base58
11111111LeonhardEu1er111126nxjP,2011-11-28 05:37:43,1,1,0,0,1,0,2011-11-28 05:37:43,0 days 00:00:00,4546 days 05:56:49.846248,0,4546,1,out,1,0,2582264,base58
11111Test111112222222222222LiApa,2011-11-29 13:46:32,1,1,0,0,1,0,2011-11-29 13:46:32,0 days 00:00:00,4544 days 21:48:00.846248,0,4544,1,out,1,0,2591547,base58
112JustATwoLine222222222221vcJxpZ,2011-11-29 13:46:32,1,1,0,0,1,0,2011-11-29 13:46:32,0 days 00:00:00,4544 days 21:48:00.846248,0,4544,1,out,1,0,2591546,base58
11BreatheorEyesCanSeeSoLongW7UNor,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593043,base58
11Dar1ingBudsofMayAndXXXXXXZeWLDY,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593028,base58
11DimmdAndEveryFairFromFairccAhdg,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593033,base58
11Eterna1LinesToTimeThouXXXYRU2Ko,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593041,base58
11GrowstSoLongAsMenCanXXXXXYox9FY,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593042,base58
11LivesThisAndThisGivesLifeXn9pQQ,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593044,base58
11Love1yAndMoreTemperateXXXUu485j,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593026,base58
11PossessionofThatFairThouXYkB4vJ,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593038,base58
11RoughWindsDoShakeTheXXXXXZqZ3Xr,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593027,base58
11Sha111CompareTheeToAXXXXXVnRohE,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593024,base58
11ShortADateSometimeTooHotXadhE5v,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593030,base58
11SometimeDec1inesByChanceXXJrNU6,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593034,base58
11SummerSha11NotFadeNorLoseSVAAF2,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593037,base58
11SummersDayThouArtMoreXXXXUcpgnX,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593025,base58
11SummersLeaseHathA11TooXXXZozD8j,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593029,base58
11TheEyeofHeavenShinesAndXXbqsJrH,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593031,base58
11ToTheeXXXXXXXXXXXXXXXXXXXdR6cAb,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593045,base58
11UntrimmdButThyEterna1XXXXaLRdp3,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593036,base58
11Wanderst1nHisShadeWhen1nXVhVxLE,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593040,base58
11often1sHisGo1dComp1exionXYg7XdM,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593032,base58
11orNaturesChangingCourseXXWEZeWo,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593035,base58
11owstNorSha11DeathBragThoudMo5oi,2011-11-29 17:58:22,1,1,0,0,1,0,2011-11-29 17:58:22,0 days 00:00:00,4544 days 17:36:10.846248,0,4544,1,out,1,0,2593039,base58
111t1sNorHandNorFootNorArmXVNeFEV,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599103,base58
11A11Myse1fXXXXXXXXXXXXXXXXXn5k7N,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599115,base58
11Be1ongingToAManoBeSomeXXXXa2JHH,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599105,base58
11DearPerfectionWhichHeowesXpUFGK,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599111,base58
11EnemyThouArtThyse1fThoughXNRG4J,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599101,base58
11NorFaceNorAnyotherPartXXXYSxhuu,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599104,base58
11NotAMontagueWhatsMontagueYEJDfM,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599102,base58
11NotRomeoCa11dRetainThatXXZrSibT,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599110,base58
11SweetSoRomeoWou1dWereHeXXUNiF8x,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599109,base58
11ThyNameAndForThatNameXXXXZhKkVA,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599113,base58
11TisButThyNameThat1sMyXXXXWabTZh,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599100,base58
11Which1sNoPartofTheeTakeXXXwcKUC,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599114,base58
11WhichWeCa11ARoseByAnyXXXXaFKdsP,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599107,base58
11WithoutThatTit1eRomeoDoffWtvuqA,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599112,base58
11otherNameWhats1nANameThatX1NK3d,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599106,base58
11otherNameWou1dSme11AsXXXXUfKDVZ,2011-11-30 14:35:49,1,1,0,0,1,0,2011-11-30 14:35:49,0 days 00:00:00,4543 days 20:58:43.846248,0,4543,1,out,1,0,2599108,base58
111nductionFromPhenomenaAsXUYS7e4,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602615,base58
111nferredByGenera1XXXXXXXXagDnuz,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602614,base58
111ntensificationNorXXXXXXXUy3aW2,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602604,base58
11A11BodiesWithinTheReachofZBhYnu,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602607,base58
11Accurate1yorVeryNear1yXXXbiz4Rv,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602616,base58
11AdmitNeitherXXXXXXXXXXXXXUijHfx,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602603,base58
11AppearancesRu1e2ThereforeXJt2gn,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602598,base58
11AreToLookUponPropositionsURqk4Y,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602613,base58
11Be1maginedTi11SuchTimeAsXZtCuyx,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602619,base58
11CausesofNatura1ThingsThanZAQ9ig,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602595,base58
11ContraryHypothesisThatMayVRMQif,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602618,base58
11EsteemedTheUniversa1XXXXXaCrjwi,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602609,base58
11ExceptionsxXXXXXXXXXXXXXXZQvoAs,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602623,base58
11Experimenta1Phi1osophyWeXXXV9yU,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602612,base58
11MoreAccurateorLiab1eToXXXaBpLGb,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602622,base58
11MustAsFarAsPossib1eAssignaGK3tk,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602600,base58
11Qua1itiesofA11BodiesXXXXXXmkwXy,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602610,base58
11Qua1itiesofBodiesWhichXXXSjxY5b,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602602,base58
11RemissionofDegreesAndXXXXaSHBBQ,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602605,base58
11Ru1e1WeAreToAdmitNoMoreXXazQ96z,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602594,base58
11SuchAsAreBothTrueAndXXXXXZyzfQp,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602596,base58
11SufficientToExp1ainTheirXVSC2gY,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602597,base58
11TheSameCausesRu1e3TheXXXXXFCU8s,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602601,base58
11ToTheSameNatura1EffectsWeZiUnpc,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602599,base58
11TrueNotWithstandingAnyXXXZufeMg,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602617,base58
11WhatsoeverRu1e41nXXXXXXXXUat9Pj,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602611,base58
11WhichAreFoundToBe1ongToXXZiuDsc,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602606,base58
11WhichTheyMayEitherBeMadeXYMHBri,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602621,base58
11XXXXXXXX1saacNewtonXXXXXXWaJmYb,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602624,base58
11otherPhenomenaoccurByXXXXVJEx4J,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602620,base58
11ourExperimentsAreToBeXXXXd2393y,2011-12-01 02:27:49,1,1,0,0,1,0,2011-12-01 02:27:49,0 days 00:00:00,4543 days 09:06:43.846248,0,4543,1,out,1,0,2602608,base58
